Model,DPO4034
Firmware Version,2.1

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.04
Sample Interval,4e-06
Record Length,100000
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
-1.5060e-02,0.09
-1.5056e-02,0.03
-1.5052e-02,0.05
-1.5048e-02,0.09
-1.5044e-02,0.05
-1.5040e-02,0.05
-1.5036e-02,0.05
-1.5032e-02,0.05
-1.5028e-02,0.05
-1.5024e-02,0.03
-1.5020e-02,0.03
-1.5016e-02,0.07
-1.5012e-02,0.09
-1.5008e-02,0.03
-1.5004e-02,0.05
-1.5000e-02,0.03
-1.4996e-02,0.03
-1.4992e-02,0.03
-1.4988e-02,0.07
-1.4984e-02,0.01
-1.4980e-02,0.07
-1.4976e-02,0.05
-1.4972e-02,0.05
-1.4968e-02,-0.01
-1.4964e-02,0.09
-1.4960e-02,0.09
-1.4956e-02,0.05
-1.4952e-02,0.05
-1.4948e-02,0.07
-1.4944e-02,0.07
-1.4940e-02,0.05
-1.4936e-02,0.03
-1.4932e-02,0.07
-1.4928e-02,0.07
-1.4924e-02,0.09
-1.4920e-02,0.05
-1.4916e-02,0.07
-1.4912e-02,0.01
-1.4908e-02,0.05
-1.4904e-02,0.07
-1.4900e-02,0.03
-1.4896e-02,0.07
-1.4892e-02,0.07
-1.4888e-02,0.03
-1.4884e-02,0.05
-1.4880e-02,0.05
-1.4876e-02,0.05
-1.4872e-02,0.09
-1.4868e-02,0.05
-1.4864e-02,0.05
-1.4860e-02,0.11
-1.4856e-02,0.05
-1.4852e-02,0.07
-1.4848e-02,0.09
-1.4844e-02,0.03
-1.4840e-02,0.05
-1.4836e-02,0.07
-1.4832e-02,0.05
-1.4828e-02,0.01
-1.4824e-02,0.05
-1.4820e-02,0.11
-1.4816e-02,0.05
-1.4812e-02,0.03
-1.4808e-02,0.03
-1.4804e-02,0.05
-1.4800e-02,0.05
-1.4796e-02,0.07
-1.4792e-02,0.03
-1.4788e-02,0.05
-1.4784e-02,0.05
-1.4780e-02,0.03
-1.4776e-02,0.05
-1.4772e-02,0.05
-1.4768e-02,0.09
-1.4764e-02,0.05
-1.4760e-02,0.07
-1.4756e-02,0.03
-1.4752e-02,0.03
-1.4748e-02,0.07
-1.4744e-02,0.01
-1.4740e-02,0.07
-1.4736e-02,0.07
-1.4732e-02,0.07
-1.4728e-02,0.09
-1.4724e-02,0.03
-1.4720e-02,0.05
-1.4716e-02,0.03
-1.4712e-02,0.05
-1.4708e-02,0.03
-1.4704e-02,0.07
-1.4700e-02,0.07
-1.4696e-02,0.03
-1.4692e-02,0.03
-1.4688e-02,0.09
-1.4684e-02,0.05
-1.4680e-02,0.05
-1.4676e-02,0.03
-1.4672e-02,0.07
-1.4668e-02,0.05
-1.4664e-02,0.01
-1.4660e-02,0.07
-1.4656e-02,0.09
-1.4652e-02,0.05
-1.4648e-02,0.07
-1.4644e-02,0.07
-1.4640e-02,0.03
-1.4636e-02,0.07
-1.4632e-02,0.03
-1.4628e-02,0.05
-1.4624e-02,0.05
-1.4620e-02,0.07
-1.4616e-02,0.05
-1.4612e-02,0.05
-1.4608e-02,0.05
-1.4604e-02,0.07
-1.4600e-02,0.07
-1.4596e-02,0.03
-1.4592e-02,0.03
-1.4588e-02,0.07
-1.4584e-02,0.07
-1.4580e-02,0.05
-1.4576e-02,0.03
-1.4572e-02,0.05
-1.4568e-02,0.03
-1.4564e-02,0.05
-1.4560e-02,0.05
-1.4556e-02,0.05
-1.4552e-02,0.03
-1.4548e-02,0.05
-1.4544e-02,0.09
-1.4540e-02,0.05
-1.4536e-02,0.05
-1.4532e-02,0.05
-1.4528e-02,0.07
-1.4524e-02,0.07
-1.4520e-02,0.07
-1.4516e-02,0.05
-1.4512e-02,0.09
-1.4508e-02,0.03
-1.4504e-02,0.07
-1.4500e-02,0.03
-1.4496e-02,0.05
-1.4492e-02,0.03
-1.4488e-02,0.07
-1.4484e-02,0.03
-1.4480e-02,0.03
-1.4476e-02,0.07
-1.4472e-02,0.03
-1.4468e-02,0.05
-1.4464e-02,0.03
-1.4460e-02,0.03
-1.4456e-02,0.05
-1.4452e-02,0.09
-1.4448e-02,0.05
-1.4444e-02,0.05
-1.4440e-02,0.09
-1.4436e-02,0.05
-1.4432e-02,0.09
-1.4428e-02,0.07
-1.4424e-02,0.09
-1.4420e-02,0.03
-1.4416e-02,0.07
-1.4412e-02,0.07
-1.4408e-02,0.05
-1.4404e-02,0.05
-1.4400e-02,0.05
-1.4396e-02,0.01
-1.4392e-02,0.11
-1.4388e-02,0.03
-1.4384e-02,0.05
-1.4380e-02,0.05
-1.4376e-02,0.03
-1.4372e-02,0.05
-1.4368e-02,0.05
-1.4364e-02,0.01
-1.4360e-02,0.05
-1.4356e-02,0.07
-1.4352e-02,0.03
-1.4348e-02,0.07
-1.4344e-02,0.05
-1.4340e-02,0.07
-1.4336e-02,0.07
-1.4332e-02,0.07
-1.4328e-02,0.03
-1.4324e-02,0.05
-1.4320e-02,0.05
-1.4316e-02,0.07
-1.4312e-02,0.03
-1.4308e-02,0.05
-1.4304e-02,0.05
-1.4300e-02,0.03
-1.4296e-02,0.07
-1.4292e-02,0.09
-1.4288e-02,0.07
-1.4284e-02,0.03
-1.4280e-02,0.09
-1.4276e-02,0.07
-1.4272e-02,0.07
-1.4268e-02,0.07
-1.4264e-02,0.09
-1.4260e-02,0.03
-1.4256e-02,0.09
-1.4252e-02,0.03
-1.4248e-02,0.09
-1.4244e-02,0.05
-1.4240e-02,0.03
-1.4236e-02,0.05
-1.4232e-02,0.09
-1.4228e-02,0.05
-1.4224e-02,0.09
-1.4220e-02,0.03
-1.4216e-02,0.03
-1.4212e-02,0.05
-1.4208e-02,0.09
-1.4204e-02,0.05
-1.4200e-02,0.03
-1.4196e-02,0.09
-1.4192e-02,0.05
-1.4188e-02,0.03
-1.4184e-02,0.03
-1.4180e-02,0.07
-1.4176e-02,0.03
-1.4172e-02,0.07
-1.4168e-02,0.05
-1.4164e-02,0.03
-1.4160e-02,0.05
-1.4156e-02,0.07
-1.4152e-02,0.03
-1.4148e-02,0.05
-1.4144e-02,0.05
-1.4140e-02,0.05
-1.4136e-02,0.05
-1.4132e-02,0.01
-1.4128e-02,0.03
-1.4124e-02,0.07
-1.4120e-02,0.03
-1.4116e-02,0.01
-1.4112e-02,0.07
-1.4108e-02,0.03
-1.4104e-02,0.05
-1.4100e-02,0.03
-1.4096e-02,-0.01
-1.4092e-02,0.07
-1.4088e-02,0.05
-1.4084e-02,0.07
-1.4080e-02,0.01
-1.4076e-02,0.05
-1.4072e-02,0.07
-1.4068e-02,0.03
-1.4064e-02,0.05
-1.4060e-02,0.09
-1.4056e-02,0.09
-1.4052e-02,0.07
-1.4048e-02,0.09
-1.4044e-02,0.03
-1.4040e-02,0.07
-1.4036e-02,0.07
-1.4032e-02,0.03
-1.4028e-02,0.05
-1.4024e-02,0.09
-1.4020e-02,0.05
-1.4016e-02,0.03
-1.4012e-02,0.05
-1.4008e-02,0.03
-1.4004e-02,0.03
-1.4000e-02,0.05
-1.3996e-02,0.01
-1.3992e-02,0.07
-1.3988e-02,0.05
-1.3984e-02,0.09
-1.3980e-02,0.07
-1.3976e-02,0.07
-1.3972e-02,0.05
-1.3968e-02,0.03
-1.3964e-02,0.07
-1.3960e-02,0.05
-1.3956e-02,0.03
-1.3952e-02,0.05
-1.3948e-02,0.03
-1.3944e-02,0.03
-1.3940e-02,0.05
-1.3936e-02,0.11
-1.3932e-02,0.03
-1.3928e-02,0.03
-1.3924e-02,0.05
-1.3920e-02,0.03
-1.3916e-02,0.09
-1.3912e-02,0.01
-1.3908e-02,0.05
-1.3904e-02,0.03
-1.3900e-02,0.05
-1.3896e-02,0.05
-1.3892e-02,0.07
-1.3888e-02,0.07
-1.3884e-02,0.03
-1.3880e-02,0.09
-1.3876e-02,0.03
-1.3872e-02,0.05
-1.3868e-02,0.07
-1.3864e-02,0.03
-1.3860e-02,0.05
-1.3856e-02,0.05
-1.3852e-02,0.03
-1.3848e-02,0.09
-1.3844e-02,0.07
-1.3840e-02,0.05
-1.3836e-02,0.05
-1.3832e-02,0.05
-1.3828e-02,0.09
-1.3824e-02,0.05
-1.3820e-02,0.03
-1.3816e-02,0.09
-1.3812e-02,0.09
-1.3808e-02,0.03
-1.3804e-02,0.07
-1.3800e-02,0.09
-1.3796e-02,0.07
-1.3792e-02,0.07
-1.3788e-02,0.05
-1.3784e-02,0.05
-1.3780e-02,0.03
-1.3776e-02,0.11
-1.3772e-02,0.07
-1.3768e-02,0.05
-1.3764e-02,0.09
-1.3760e-02,0.09
-1.3756e-02,0.11
-1.3752e-02,0.09
-1.3748e-02,0.11
-1.3744e-02,0.09
-1.3740e-02,0.07
-1.3736e-02,0.05
-1.3732e-02,0.03
-1.3728e-02,0.07
-1.3724e-02,0.03
-1.3720e-02,0.09
-1.3716e-02,0.05
-1.3712e-02,0.01
-1.3708e-02,0.07
-1.3704e-02,0.05
-1.3700e-02,0.07
-1.3696e-02,0.05
-1.3692e-02,0.07
-1.3688e-02,0.03
-1.3684e-02,0.05
-1.3680e-02,0.05
-1.3676e-02,0.07
-1.3672e-02,0.07
-1.3668e-02,0.07
-1.3664e-02,0.07
-1.3660e-02,0.07
-1.3656e-02,0.03
-1.3652e-02,0.07
-1.3648e-02,0.07
-1.3644e-02,0.05
-1.3640e-02,0.09
-1.3636e-02,0.07
-1.3632e-02,0.03
-1.3628e-02,0.03
-1.3624e-02,0.05
-1.3620e-02,0.05
-1.3616e-02,0.07
-1.3612e-02,0.05
-1.3608e-02,0.07
-1.3604e-02,0.07
-1.3600e-02,0.09
-1.3596e-02,0.01
-1.3592e-02,0.07
-1.3588e-02,0.09
-1.3584e-02,0.05
-1.3580e-02,0.05
-1.3576e-02,0.05
-1.3572e-02,0.05
-1.3568e-02,0.03
-1.3564e-02,0.09
-1.3560e-02,0.07
-1.3556e-02,0.09
-1.3552e-02,0.03
-1.3548e-02,0.11
-1.3544e-02,0.07
-1.3540e-02,0.07
-1.3536e-02,0.09
-1.3532e-02,0.05
-1.3528e-02,0.05
-1.3524e-02,0.09
-1.3520e-02,0.03
-1.3516e-02,0.09
-1.3512e-02,0.07
-1.3508e-02,0.05
-1.3504e-02,0.07
-1.3500e-02,0.03
-1.3496e-02,0.03
-1.3492e-02,0.05
-1.3488e-02,0.05
-1.3484e-02,0.05
-1.3480e-02,0.05
-1.3476e-02,0.07
-1.3472e-02,0.05
-1.3468e-02,0.09
-1.3464e-02,0.07
-1.3460e-02,0.09
-1.3456e-02,0.03
-1.3452e-02,0.05
-1.3448e-02,0.03
-1.3444e-02,0.07
-1.3440e-02,0.05
-1.3436e-02,0.05
-1.3432e-02,0.05
-1.3428e-02,0.07
-1.3424e-02,0.07
-1.3420e-02,0.03
-1.3416e-02,0.07
-1.3412e-02,0.07
-1.3408e-02,0.07
-1.3404e-02,0.03
-1.3400e-02,0.07
-1.3396e-02,0.07
-1.3392e-02,0.07
-1.3388e-02,0.07
-1.3384e-02,0.07
-1.3380e-02,0.03
-1.3376e-02,0.09
-1.3372e-02,0.09
-1.3368e-02,0.03
-1.3364e-02,0.09
-1.3360e-02,0.09
-1.3356e-02,0.07
-1.3352e-02,0.01
-1.3348e-02,0.09
-1.3344e-02,0.01
-1.3340e-02,0.03
-1.3336e-02,0.07
-1.3332e-02,0.07
-1.3328e-02,0.09
-1.3324e-02,0.07
-1.3320e-02,0.07
-1.3316e-02,0.11
-1.3312e-02,0.01
-1.3308e-02,0.05
-1.3304e-02,0.07
-1.3300e-02,0.05
-1.3296e-02,0.05
-1.3292e-02,0.03
-1.3288e-02,0.05
-1.3284e-02,0.05
-1.3280e-02,0.07
-1.3276e-02,0.07
-1.3272e-02,0.09
-1.3268e-02,0.03
-1.3264e-02,0.03
-1.3260e-02,0.03
-1.3256e-02,0.05
-1.3252e-02,0.07
-1.3248e-02,0.07
-1.3244e-02,0.07
-1.3240e-02,0.05
-1.3236e-02,0.09
-1.3232e-02,0.03
-1.3228e-02,0.11
-1.3224e-02,0.05
-1.3220e-02,0.09
-1.3216e-02,0.07
-1.3212e-02,0.09
-1.3208e-02,0.07
-1.3204e-02,0.07
-1.3200e-02,0.09
-1.3196e-02,0.01
-1.3192e-02,0.07
-1.3188e-02,0.05
-1.3184e-02,0.07
-1.3180e-02,0.05
-1.3176e-02,0.05
-1.3172e-02,0.07
-1.3168e-02,0.01
-1.3164e-02,0.07
-1.3160e-02,0.03
-1.3156e-02,0.07
-1.3152e-02,0.03
-1.3148e-02,0.07
-1.3144e-02,0.07
-1.3140e-02,0.07
-1.3136e-02,0.03
-1.3132e-02,0.07
-1.3128e-02,0.05
-1.3124e-02,0.07
-1.3120e-02,0.03
-1.3116e-02,0.07
-1.3112e-02,0.03
-1.3108e-02,0.09
-1.3104e-02,0.05
-1.3100e-02,-0.01
-1.3096e-02,0.07
-1.3092e-02,0.07
-1.3088e-02,0.05
-1.3084e-02,0.03
-1.3080e-02,0.03
-1.3076e-02,0.07
-1.3072e-02,0.07
-1.3068e-02,0.09
-1.3064e-02,0.05
-1.3060e-02,0.07
-1.3056e-02,0.09
-1.3052e-02,0.05
-1.3048e-02,0.09
-1.3044e-02,0.11
-1.3040e-02,0.07
-1.3036e-02,0.07
-1.3032e-02,0.05
-1.3028e-02,0.01
-1.3024e-02,0.09
-1.3020e-02,0.09
-1.3016e-02,0.05
-1.3012e-02,0.05
-1.3008e-02,0.07
-1.3004e-02,0.09
-1.3000e-02,0.09
-1.2996e-02,0.09
-1.2992e-02,0.05
-1.2988e-02,0.07
-1.2984e-02,0.07
-1.2980e-02,0.03
-1.2976e-02,0.11
-1.2972e-02,0.05
-1.2968e-02,0.05
-1.2964e-02,0.05
-1.2960e-02,0.05
-1.2956e-02,0.07
-1.2952e-02,0.07
-1.2948e-02,0.05
-1.2944e-02,0.05
-1.2940e-02,0.07
-1.2936e-02,0.07
-1.2932e-02,0.05
-1.2928e-02,0.07
-1.2924e-02,0.07
-1.2920e-02,0.11
-1.2916e-02,0.09
-1.2912e-02,0.07
-1.2908e-02,0.07
-1.2904e-02,0.07
-1.2900e-02,0.05
-1.2896e-02,0.07
-1.2892e-02,0.07
-1.2888e-02,0.09
-1.2884e-02,0.07
-1.2880e-02,0.05
-1.2876e-02,0.07
-1.2872e-02,0.07
-1.2868e-02,0.07
-1.2864e-02,0.03
-1.2860e-02,0.05
-1.2856e-02,0.05
-1.2852e-02,0.09
-1.2848e-02,0.03
-1.2844e-02,0.11
-1.2840e-02,0.07
-1.2836e-02,0.01
-1.2832e-02,0.05
-1.2828e-02,0.05
-1.2824e-02,0.05
-1.2820e-02,0.07
-1.2816e-02,0.03
-1.2812e-02,0.05
-1.2808e-02,0.09
-1.2804e-02,0.05
-1.2800e-02,0.07
-1.2796e-02,0.03
-1.2792e-02,0.03
-1.2788e-02,0.05
-1.2784e-02,0.07
-1.2780e-02,0.05
-1.2776e-02,0.03
-1.2772e-02,0.07
-1.2768e-02,0.03
-1.2764e-02,0.05
-1.2760e-02,0.05
-1.2756e-02,0.03
-1.2752e-02,0.09
-1.2748e-02,0.05
-1.2744e-02,0.05
-1.2740e-02,0.03
-1.2736e-02,0.03
-1.2732e-02,0.09
-1.2728e-02,0.07
-1.2724e-02,0.07
-1.2720e-02,0.05
-1.2716e-02,0.09
-1.2712e-02,0.03
-1.2708e-02,0.07
-1.2704e-02,0.09
-1.2700e-02,0.07
-1.2696e-02,0.03
-1.2692e-02,0.09
-1.2688e-02,0.03
-1.2684e-02,0.07
-1.2680e-02,0.03
-1.2676e-02,0.05
-1.2672e-02,0.05
-1.2668e-02,0.05
-1.2664e-02,0.05
-1.2660e-02,0.05
-1.2656e-02,0.03
-1.2652e-02,0.05
-1.2648e-02,0.07
-1.2644e-02,0.07
-1.2640e-02,0.05
-1.2636e-02,0.09
-1.2632e-02,0.05
-1.2628e-02,0.05
-1.2624e-02,0.07
-1.2620e-02,0.03
-1.2616e-02,0.05
-1.2612e-02,0.03
-1.2608e-02,0.09
-1.2604e-02,0.07
-1.2600e-02,0.09
-1.2596e-02,0.07
-1.2592e-02,0.05
-1.2588e-02,0.07
-1.2584e-02,0.09
-1.2580e-02,0.03
-1.2576e-02,0.05
-1.2572e-02,0.03
-1.2568e-02,0.05
-1.2564e-02,0.05
-1.2560e-02,0.07
-1.2556e-02,0.05
-1.2552e-02,0.07
-1.2548e-02,0.09
-1.2544e-02,0.11
-1.2540e-02,0.07
-1.2536e-02,0.05
-1.2532e-02,0.11
-1.2528e-02,0.05
-1.2524e-02,0.07
-1.2520e-02,0.09
-1.2516e-02,0.07
-1.2512e-02,0.07
-1.2508e-02,0.07
-1.2504e-02,0.09
-1.2500e-02,0.05
-1.2496e-02,0.07
-1.2492e-02,0.07
-1.2488e-02,0.07
-1.2484e-02,0.05
-1.2480e-02,0.01
-1.2476e-02,0.05
-1.2472e-02,0.05
-1.2468e-02,0.11
-1.2464e-02,0.05
-1.2460e-02,0.07
-1.2456e-02,0.07
-1.2452e-02,0.07
-1.2448e-02,0.03
-1.2444e-02,0.07
-1.2440e-02,0.09
-1.2436e-02,0.09
-1.2432e-02,0.09
-1.2428e-02,0.03
-1.2424e-02,0.05
-1.2420e-02,0.09
-1.2416e-02,0.07
-1.2412e-02,0.05
-1.2408e-02,0.09
-1.2404e-02,0.05
-1.2400e-02,0.03
-1.2396e-02,0.03
-1.2392e-02,0.09
-1.2388e-02,0.03
-1.2384e-02,0.05
-1.2380e-02,0.09
-1.2376e-02,0.07
-1.2372e-02,0.01
-1.2368e-02,0.07
-1.2364e-02,0.05
-1.2360e-02,0.07
-1.2356e-02,0.05
-1.2352e-02,0.03
-1.2348e-02,0.05
-1.2344e-02,0.05
-1.2340e-02,0.05
-1.2336e-02,0.09
-1.2332e-02,0.05
-1.2328e-02,0.05
-1.2324e-02,0.05
-1.2320e-02,0.01
-1.2316e-02,0.09
-1.2312e-02,0.05
-1.2308e-02,0.07
-1.2304e-02,0.07
-1.2300e-02,0.05
-1.2296e-02,0.07
-1.2292e-02,0.11
-1.2288e-02,0.03
-1.2284e-02,0.07
-1.2280e-02,0.01
-1.2276e-02,0.07
-1.2272e-02,0.07
-1.2268e-02,0.09
-1.2264e-02,0.09
-1.2260e-02,0.03
-1.2256e-02,0.05
-1.2252e-02,0.05
-1.2248e-02,0.11
-1.2244e-02,0.09
-1.2240e-02,0.07
-1.2236e-02,0.03
-1.2232e-02,0.07
-1.2228e-02,0.05
-1.2224e-02,0.07
-1.2220e-02,0.07
-1.2216e-02,0.05
-1.2212e-02,0.07
-1.2208e-02,0.07
-1.2204e-02,0.05
-1.2200e-02,0.05
-1.2196e-02,0.03
-1.2192e-02,0.05
-1.2188e-02,0.07
-1.2184e-02,0.03
-1.2180e-02,0.03
-1.2176e-02,0.05
-1.2172e-02,0.09
-1.2168e-02,0.05
-1.2164e-02,0.05
-1.2160e-02,0.05
-1.2156e-02,0.05
-1.2152e-02,0.05
-1.2148e-02,0.07
-1.2144e-02,0.07
-1.2140e-02,0.05
-1.2136e-02,0.05
-1.2132e-02,0.05
-1.2128e-02,0.01
-1.2124e-02,0.07
-1.2120e-02,0.03
-1.2116e-02,0.07
-1.2112e-02,0.05
-1.2108e-02,0.09
-1.2104e-02,0.05
-1.2100e-02,0.07
-1.2096e-02,0.03
-1.2092e-02,0.05
-1.2088e-02,0.03
-1.2084e-02,0.09
-1.2080e-02,0.07
-1.2076e-02,0.03
-1.2072e-02,0.07
-1.2068e-02,0.07
-1.2064e-02,0.01
-1.2060e-02,0.03
-1.2056e-02,0.07
-1.2052e-02,0.05
-1.2048e-02,0.07
-1.2044e-02,0.01
-1.2040e-02,0.09
-1.2036e-02,0.05
-1.2032e-02,0.07
-1.2028e-02,0.05
-1.2024e-02,0.09
-1.2020e-02,0.07
-1.2016e-02,0.05
-1.2012e-02,0.07
-1.2008e-02,0.05
-1.2004e-02,0.11
-1.2000e-02,0.05
-1.1996e-02,0.01
-1.1992e-02,0.07
-1.1988e-02,0.07
-1.1984e-02,0.05
-1.1980e-02,0.09
-1.1976e-02,0.05
-1.1972e-02,0.03
-1.1968e-02,0.09
-1.1964e-02,0.05
-1.1960e-02,0.03
-1.1956e-02,0.09
-1.1952e-02,0.07
-1.1948e-02,0.07
-1.1944e-02,0.07
-1.1940e-02,0.07
-1.1936e-02,0.05
-1.1932e-02,0.05
-1.1928e-02,0.05
-1.1924e-02,0.03
-1.1920e-02,0.05
-1.1916e-02,0.07
-1.1912e-02,0.07
-1.1908e-02,0.13
-1.1904e-02,0.03
-1.1900e-02,0.07
-1.1896e-02,-0.01
-1.1892e-02,0.05
-1.1888e-02,0.09
-1.1884e-02,0.03
-1.1880e-02,0.03
-1.1876e-02,0.03
-1.1872e-02,0.05
-1.1868e-02,0.05
-1.1864e-02,0.05
-1.1860e-02,0.05
-1.1856e-02,0.07
-1.1852e-02,0.11
-1.1848e-02,0.05
-1.1844e-02,0.11
-1.1840e-02,0.03
-1.1836e-02,0.01
-1.1832e-02,0.07
-1.1828e-02,0.05
-1.1824e-02,0.05
-1.1820e-02,0.05
-1.1816e-02,0.07
-1.1812e-02,0.05
-1.1808e-02,0.07
-1.1804e-02,0.05
-1.1800e-02,0.07
-1.1796e-02,0.09
-1.1792e-02,0.05
-1.1788e-02,0.05
-1.1784e-02,0.05
-1.1780e-02,0.05
-1.1776e-02,0.09
-1.1772e-02,0.07
-1.1768e-02,0.05
-1.1764e-02,0.07
-1.1760e-02,0.07
-1.1756e-02,0.07
-1.1752e-02,0.03
-1.1748e-02,0.05
-1.1744e-02,0.05
-1.1740e-02,0.05
-1.1736e-02,0.03
-1.1732e-02,0.03
-1.1728e-02,0.05
-1.1724e-02,0.07
-1.1720e-02,0.05
-1.1716e-02,0.07
-1.1712e-02,0.03
-1.1708e-02,0.05
-1.1704e-02,0.05
-1.1700e-02,0.05
-1.1696e-02,0.05
-1.1692e-02,0.07
-1.1688e-02,0.09
-1.1684e-02,0.03
-1.1680e-02,0.05
-1.1676e-02,0.03
-1.1672e-02,0.09
-1.1668e-02,0.05
-1.1664e-02,0.07
-1.1660e-02,0.05
-1.1656e-02,0.09
-1.1652e-02,0.07
-1.1648e-02,0.09
-1.1644e-02,0.07
-1.1640e-02,0.07
-1.1636e-02,0.03
-1.1632e-02,0.07
-1.1628e-02,0.05
-1.1624e-02,0.05
-1.1620e-02,0.07
-1.1616e-02,0.05
-1.1612e-02,0.07
-1.1608e-02,0.05
-1.1604e-02,0.07
-1.1600e-02,0.05
-1.1596e-02,0.09
-1.1592e-02,0.03
-1.1588e-02,0.05
-1.1584e-02,0.03
-1.1580e-02,0.05
-1.1576e-02,0.03
-1.1572e-02,0.05
-1.1568e-02,0.07
-1.1564e-02,0.11
-1.1560e-02,0.05
-1.1556e-02,0.07
-1.1552e-02,0.03
-1.1548e-02,0.05
-1.1544e-02,0.05
-1.1540e-02,0.05
-1.1536e-02,0.05
-1.1532e-02,0.07
-1.1528e-02,0.07
-1.1524e-02,0.09
-1.1520e-02,0.05
-1.1516e-02,0.07
-1.1512e-02,0.03
-1.1508e-02,0.09
-1.1504e-02,0.05
-1.1500e-02,0.05
-1.1496e-02,0.03
-1.1492e-02,0.07
-1.1488e-02,0.07
-1.1484e-02,0.05
-1.1480e-02,0.03
-1.1476e-02,0.05
-1.1472e-02,0.09
-1.1468e-02,0.07
-1.1464e-02,0.05
-1.1460e-02,0.03
-1.1456e-02,0.07
-1.1452e-02,0.03
-1.1448e-02,0.05
-1.1444e-02,0.07
-1.1440e-02,0.05
-1.1436e-02,0.05
-1.1432e-02,0.07
-1.1428e-02,0.03
-1.1424e-02,0.07
-1.1420e-02,0.09
-1.1416e-02,0.03
-1.1412e-02,0.07
-1.1408e-02,0.05
-1.1404e-02,0.05
-1.1400e-02,0.05
-1.1396e-02,0.01
-1.1392e-02,0.07
-1.1388e-02,0.07
-1.1384e-02,0.07
-1.1380e-02,0.05
-1.1376e-02,0.03
-1.1372e-02,0.07
-1.1368e-02,0.07
-1.1364e-02,0.09
-1.1360e-02,0.09
-1.1356e-02,0.05
-1.1352e-02,0.07
-1.1348e-02,0.07
-1.1344e-02,0.09
-1.1340e-02,0.07
-1.1336e-02,0.07
-1.1332e-02,0.07
-1.1328e-02,0.05
-1.1324e-02,0.07
-1.1320e-02,0.05
-1.1316e-02,0.07
-1.1312e-02,0.09
-1.1308e-02,0.05
-1.1304e-02,0.09
-1.1300e-02,0.07
-1.1296e-02,0.03
-1.1292e-02,0.07
-1.1288e-02,0.05
-1.1284e-02,0.05
-1.1280e-02,0.05
-1.1276e-02,0.05
-1.1272e-02,0.01
-1.1268e-02,0.09
-1.1264e-02,0.05
-1.1260e-02,0.09
-1.1256e-02,0.07
-1.1252e-02,0.05
-1.1248e-02,0.05
-1.1244e-02,0.05
-1.1240e-02,0.07
-1.1236e-02,0.05
-1.1232e-02,0.03
-1.1228e-02,0.05
-1.1224e-02,0.03
-1.1220e-02,0.07
-1.1216e-02,0.07
-1.1212e-02,0.05
-1.1208e-02,0.07
-1.1204e-02,0.09
-1.1200e-02,0.05
-1.1196e-02,0.03
-1.1192e-02,0.07
-1.1188e-02,0.03
-1.1184e-02,0.09
-1.1180e-02,0.07
-1.1176e-02,0.09
-1.1172e-02,0.07
-1.1168e-02,0.05
-1.1164e-02,0.07
-1.1160e-02,0.09
-1.1156e-02,0.05
-1.1152e-02,0.05
-1.1148e-02,0.07
-1.1144e-02,0.03
-1.1140e-02,0.05
-1.1136e-02,0.05
-1.1132e-02,0.09
-1.1128e-02,0.09
-1.1124e-02,0.07
-1.1120e-02,0.05
-1.1116e-02,0.05
-1.1112e-02,0.05
-1.1108e-02,0.03
-1.1104e-02,0.05
-1.1100e-02,0.03
-1.1096e-02,0.05
-1.1092e-02,0.05
-1.1088e-02,0.03
-1.1084e-02,0.03
-1.1080e-02,0.05
-1.1076e-02,0.03
-1.1072e-02,0.07
-1.1068e-02,0.03
-1.1064e-02,0.03
-1.1060e-02,0.05
-1.1056e-02,0.05
-1.1052e-02,0.09
-1.1048e-02,0.01
-1.1044e-02,0.07
-1.1040e-02,0.07
-1.1036e-02,0.05
-1.1032e-02,0.07
-1.1028e-02,0.05
-1.1024e-02,0.07
-1.1020e-02,0.05
-1.1016e-02,0.07
-1.1012e-02,0.07
-1.1008e-02,0.09
-1.1004e-02,0.05
-1.1000e-02,0.09
-1.0996e-02,0.03
-1.0992e-02,0.03
-1.0988e-02,0.07
-1.0984e-02,0.05
-1.0980e-02,0.03
-1.0976e-02,0.07
-1.0972e-02,0.07
-1.0968e-02,0.03
-1.0964e-02,0.03
-1.0960e-02,0.03
-1.0956e-02,0.01
-1.0952e-02,0.05
-1.0948e-02,0.05
-1.0944e-02,0.05
-1.0940e-02,0.07
-1.0936e-02,0.09
-1.0932e-02,0.07
-1.0928e-02,0.05
-1.0924e-02,0.03
-1.0920e-02,0.07
-1.0916e-02,0.03
-1.0912e-02,0.07
-1.0908e-02,0.09
-1.0904e-02,0.07
-1.0900e-02,0.03
-1.0896e-02,0.03
-1.0892e-02,0.05
-1.0888e-02,0.05
-1.0884e-02,0.07
-1.0880e-02,0.07
-1.0876e-02,0.03
-1.0872e-02,0.09
-1.0868e-02,0.01
-1.0864e-02,0.05
-1.0860e-02,0.07
-1.0856e-02,0.03
-1.0852e-02,0.07
-1.0848e-02,0.09
-1.0844e-02,0.05
-1.0840e-02,0.09
-1.0836e-02,0.05
-1.0832e-02,0.05
-1.0828e-02,0.07
-1.0824e-02,0.03
-1.0820e-02,0.05
-1.0816e-02,0.07
-1.0812e-02,0.05
-1.0808e-02,0.03
-1.0804e-02,0.03
-1.0800e-02,-0.01
