Model,DPO4034
Firmware Version,2.1

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.04
Sample Interval,4e-06
Record Length,100000
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
-1.95812e-01,0.05
-1.95808e-01,0.05
-1.95804e-01,0.05
-1.95800e-01,0.03
-1.95796e-01,0.03
-1.95792e-01,0.11
-1.95788e-01,0.05
-1.95784e-01,0.07
-1.95780e-01,0.03
-1.95776e-01,0.07
-1.95772e-01,0.05
-1.95768e-01,0.07
-1.95764e-01,0.07
-1.95760e-01,0.05
-1.95756e-01,0.05
-1.95752e-01,0.05
-1.95748e-01,0.05
-1.95744e-01,0.05
-1.95740e-01,0.07
-1.95736e-01,0.07
-1.95732e-01,0.03
-1.95728e-01,0.09
-1.95724e-01,0.05
-1.95720e-01,0.03
-1.95716e-01,0.05
-1.95712e-01,0.05
-1.95708e-01,0.07
-1.95704e-01,0.03
-1.95700e-01,0.05
-1.95696e-01,0.07
-1.95692e-01,0.05
-1.95688e-01,0.05
-1.95684e-01,0.01
-1.95680e-01,0.05
-1.95676e-01,0.09
-1.95672e-01,0.01
-1.95668e-01,0.07
-1.95664e-01,0.05
-1.95660e-01,0.09
-1.95656e-01,0.01
-1.95652e-01,0.09
-1.95648e-01,0.07
-1.95644e-01,0.03
-1.95640e-01,0.07
-1.95636e-01,0.03
-1.95632e-01,0.05
-1.95628e-01,0.07
-1.95624e-01,0.03
-1.95620e-01,0.03
-1.95616e-01,0.05
-1.95612e-01,0.09
-1.95608e-01,0.03
-1.95604e-01,0.07
-1.95600e-01,0.05
-1.95596e-01,0.05
-1.95592e-01,0.05
-1.95588e-01,0.09
-1.95584e-01,0.03
-1.95580e-01,0.05
-1.95576e-01,0.11
-1.95572e-01,0.05
-1.95568e-01,0.03
-1.95564e-01,0.03
-1.95560e-01,0.03
-1.95556e-01,0.07
-1.95552e-01,0.07
-1.95548e-01,0.03
-1.95544e-01,0.07
-1.95540e-01,0.03
-1.95536e-01,0.03
-1.95532e-01,0.07
-1.95528e-01,0.05
-1.95524e-01,0.11
-1.95520e-01,0.09
-1.95516e-01,0.05
-1.95512e-01,0.09
-1.95508e-01,0.07
-1.95504e-01,0.05
-1.95500e-01,0.05
-1.95496e-01,0.07
-1.95492e-01,0.05
-1.95488e-01,0.09
-1.95484e-01,0.07
-1.95480e-01,0.03
-1.95476e-01,0.07
-1.95472e-01,0.03
-1.95468e-01,0.09
-1.95464e-01,0.05
-1.95460e-01,0.03
-1.95456e-01,0.07
-1.95452e-01,0.07
-1.95448e-01,0.05
-1.95444e-01,0.03
-1.95440e-01,0.09
-1.95436e-01,0.03
-1.95432e-01,0.09
-1.95428e-01,0.09
-1.95424e-01,0.05
-1.95420e-01,0.03
-1.95416e-01,0.05
-1.95412e-01,0.07
-1.95408e-01,0.09
-1.95404e-01,0.05
-1.95400e-01,0.05
-1.95396e-01,0.05
-1.95392e-01,0.05
-1.95388e-01,0.07
-1.95384e-01,0.03
-1.95380e-01,0.05
-1.95376e-01,0.09
-1.95372e-01,0.09
-1.95368e-01,0.07
-1.95364e-01,0.03
-1.95360e-01,0.07
-1.95356e-01,0.09
-1.95352e-01,0.05
-1.95348e-01,0.05
-1.95344e-01,0.09
-1.95340e-01,0.03
-1.95336e-01,0.07
-1.95332e-01,0.07
-1.95328e-01,0.05
-1.95324e-01,0.09
-1.95320e-01,0.07
-1.95316e-01,0.07
-1.95312e-01,0.07
-1.95308e-01,0.07
-1.95304e-01,0.09
-1.95300e-01,0.05
-1.95296e-01,0.05
-1.95292e-01,0.03
-1.95288e-01,0.05
-1.95284e-01,0.05
-1.95280e-01,0.09
-1.95276e-01,0.03
-1.95272e-01,0.03
-1.95268e-01,0.03
-1.95264e-01,0.03
-1.95260e-01,0.07
-1.95256e-01,0.07
-1.95252e-01,0.11
-1.95248e-01,0.09
-1.95244e-01,0.05
-1.95240e-01,0.05
-1.95236e-01,0.09
-1.95232e-01,0.07
-1.95228e-01,0.05
-1.95224e-01,0.05
-1.95220e-01,0.05
-1.95216e-01,0.05
-1.95212e-01,0.03
-1.95208e-01,0.05
-1.95204e-01,0.07
-1.95200e-01,0.09
-1.95196e-01,0.05
-1.95192e-01,0.03
-1.95188e-01,0.09
-1.95184e-01,0.07
-1.95180e-01,0.05
-1.95176e-01,0.11
-1.95172e-01,0.05
-1.95168e-01,0.09
-1.95164e-01,0.03
-1.95160e-01,0.05
-1.95156e-01,0.05
-1.95152e-01,0.07
-1.95148e-01,0.05
-1.95144e-01,0.07
-1.95140e-01,0.09
-1.95136e-01,0.09
-1.95132e-01,0.03
-1.95128e-01,0.03
-1.95124e-01,0.05
-1.95120e-01,0.07
-1.95116e-01,0.03
-1.95112e-01,0.07
-1.95108e-01,0.03
-1.95104e-01,0.03
-1.95100e-01,0.05
-1.95096e-01,0.05
-1.95092e-01,0.05
-1.95088e-01,0.07
-1.95084e-01,0.07
-1.95080e-01,0.09
-1.95076e-01,0.09
-1.95072e-01,0.09
-1.95068e-01,0.05
-1.95064e-01,0.09
-1.95060e-01,0.03
-1.95056e-01,0.07
-1.95052e-01,0.07
-1.95048e-01,0.03
-1.95044e-01,0.07
-1.95040e-01,0.05
-1.95036e-01,0.11
-1.95032e-01,0.09
-1.95028e-01,0.03
-1.95024e-01,0.05
-1.95020e-01,0.07
-1.95016e-01,0.03
-1.95012e-01,0.09
-1.95008e-01,0.09
-1.95004e-01,0.05
-1.95000e-01,0.05
-1.94996e-01,0.07
-1.94992e-01,0.07
-1.94988e-01,0.03
-1.94984e-01,0.07
-1.94980e-01,0.09
-1.94976e-01,0.09
-1.94972e-01,0.09
-1.94968e-01,0.03
-1.94964e-01,0.09
-1.94960e-01,0.07
-1.94956e-01,0.07
-1.94952e-01,0.03
-1.94948e-01,0.07
-1.94944e-01,0.01
-1.94940e-01,0.03
-1.94936e-01,0.07
-1.94932e-01,0.05
-1.94928e-01,0.03
-1.94924e-01,0.05
-1.94920e-01,0.07
-1.94916e-01,0.05
-1.94912e-01,0.07
-1.94908e-01,0.07
-1.94904e-01,0.07
-1.94900e-01,0.05
-1.94896e-01,0.01
-1.94892e-01,0.03
-1.94888e-01,0.09
-1.94884e-01,0.05
-1.94880e-01,0.07
-1.94876e-01,0.01
-1.94872e-01,0.07
-1.94868e-01,0.09
-1.94864e-01,0.09
-1.94860e-01,0.05
-1.94856e-01,0.07
-1.94852e-01,0.07
-1.94848e-01,0.07
-1.94844e-01,0.07
-1.94840e-01,0.07
-1.94836e-01,0.09
-1.94832e-01,0.07
-1.94828e-01,0.05
-1.94824e-01,0.09
-1.94820e-01,0.03
-1.94816e-01,0.07
-1.94812e-01,0.05
-1.94808e-01,0.09
-1.94804e-01,0.07
-1.94800e-01,0.09
-1.94796e-01,0.07
-1.94792e-01,0.11
-1.94788e-01,0.03
-1.94784e-01,0.07
-1.94780e-01,0.05
-1.94776e-01,0.07
-1.94772e-01,0.05
-1.94768e-01,0.05
-1.94764e-01,0.07
-1.94760e-01,0.07
-1.94756e-01,0.05
-1.94752e-01,0.07
-1.94748e-01,0.07
-1.94744e-01,0.05
-1.94740e-01,0.07
-1.94736e-01,0.03
-1.94732e-01,0.03
-1.94728e-01,0.05
-1.94724e-01,0.05
-1.94720e-01,0.01
-1.94716e-01,0.05
-1.94712e-01,0.07
-1.94708e-01,0.01
-1.94704e-01,0.07
-1.94700e-01,0.03
-1.94696e-01,0.07
-1.94692e-01,0.05
-1.94688e-01,0.05
-1.94684e-01,0.01
-1.94680e-01,0.11
-1.94676e-01,0.03
-1.94672e-01,0.07
-1.94668e-01,0.05
-1.94664e-01,0.05
-1.94660e-01,0.03
-1.94656e-01,0.05
-1.94652e-01,0.05
-1.94648e-01,0.05
-1.94644e-01,0.03
-1.94640e-01,0.07
-1.94636e-01,0.03
-1.94632e-01,0.03
-1.94628e-01,0.03
-1.94624e-01,0.09
-1.94620e-01,0.07
-1.94616e-01,0.05
-1.94612e-01,0.03
-1.94608e-01,0.05
-1.94604e-01,0.09
-1.94600e-01,0.05
-1.94596e-01,0.05
-1.94592e-01,0.09
-1.94588e-01,0.03
-1.94584e-01,0.09
-1.94580e-01,0.03
-1.94576e-01,0.03
-1.94572e-01,0.07
-1.94568e-01,0.07
-1.94564e-01,0.07
-1.94560e-01,0.07
-1.94556e-01,0.05
-1.94552e-01,0.01
-1.94548e-01,0.05
-1.94544e-01,0.03
-1.94540e-01,0.01
-1.94536e-01,0.03
-1.94532e-01,0.05
-1.94528e-01,0.05
-1.94524e-01,0.07
-1.94520e-01,0.07
-1.94516e-01,0.09
-1.94512e-01,0.05
-1.94508e-01,0.07
-1.94504e-01,0.05
-1.94500e-01,0.03
-1.94496e-01,0.03
-1.94492e-01,0.07
-1.94488e-01,0.07
-1.94484e-01,0.09
-1.94480e-01,0.07
-1.94476e-01,0.07
-1.94472e-01,0.05
-1.94468e-01,0.03
-1.94464e-01,0.01
-1.94460e-01,0.03
-1.94456e-01,0.07
-1.94452e-01,0.03
-1.94448e-01,0.05
-1.94444e-01,0.05
-1.94440e-01,0.05
-1.94436e-01,0.11
-1.94432e-01,0.05
-1.94428e-01,0.03
-1.94424e-01,0.09
-1.94420e-01,0.01
-1.94416e-01,0.05
-1.94412e-01,0.01
-1.94408e-01,0.07
-1.94404e-01,0.07
-1.94400e-01,0.05
-1.94396e-01,0.01
-1.94392e-01,0.09
-1.94388e-01,0.07
-1.94384e-01,0.09
-1.94380e-01,0.07
-1.94376e-01,0.05
-1.94372e-01,0.05
-1.94368e-01,0.03
-1.94364e-01,0.09
-1.94360e-01,0.05
-1.94356e-01,0.03
-1.94352e-01,0.05
-1.94348e-01,0.07
-1.94344e-01,0.09
-1.94340e-01,0.09
-1.94336e-01,0.09
-1.94332e-01,0.05
-1.94328e-01,0.09
-1.94324e-01,0.05
-1.94320e-01,0.05
-1.94316e-01,0.03
-1.94312e-01,0.05
-1.94308e-01,0.05
-1.94304e-01,0.07
-1.94300e-01,0.07
-1.94296e-01,0.07
-1.94292e-01,0.11
-1.94288e-01,0.07
-1.94284e-01,0.03
-1.94280e-01,0.03
-1.94276e-01,0.09
-1.94272e-01,0.07
-1.94268e-01,0.09
-1.94264e-01,0.07
-1.94260e-01,0.03
-1.94256e-01,0.07
-1.94252e-01,0.05
-1.94248e-01,0.05
-1.94244e-01,0.09
-1.94240e-01,0.07
-1.94236e-01,0.07
-1.94232e-01,0.09
-1.94228e-01,0.07
-1.94224e-01,0.09
-1.94220e-01,0.05
-1.94216e-01,0.07
-1.94212e-01,0.07
-1.94208e-01,0.07
-1.94204e-01,0.09
-1.94200e-01,0.01
-1.94196e-01,0.05
-1.94192e-01,0.09
-1.94188e-01,0.05
-1.94184e-01,0.05
-1.94180e-01,0.09
-1.94176e-01,0.05
-1.94172e-01,0.03
-1.94168e-01,0.05
-1.94164e-01,0.09
-1.94160e-01,0.05
-1.94156e-01,0.05
-1.94152e-01,0.09
-1.94148e-01,0.07
-1.94144e-01,0.09
-1.94140e-01,0.03
-1.94136e-01,0.07
-1.94132e-01,0.03
-1.94128e-01,0.11
-1.94124e-01,0.05
-1.94120e-01,0.07
-1.94116e-01,0.05
-1.94112e-01,0.09
-1.94108e-01,0.05
-1.94104e-01,0.05
-1.94100e-01,0.05
-1.94096e-01,0.07
-1.94092e-01,0.09
-1.94088e-01,0.05
-1.94084e-01,0.05
-1.94080e-01,0.03
-1.94076e-01,0.03
-1.94072e-01,0.05
-1.94068e-01,0.09
-1.94064e-01,0.07
-1.94060e-01,0.05
-1.94056e-01,0.07
-1.94052e-01,0.03
-1.94048e-01,0.05
-1.94044e-01,0.05
-1.94040e-01,0.07
-1.94036e-01,0.09
-1.94032e-01,0.05
-1.94028e-01,0.07
-1.94024e-01,0.05
-1.94020e-01,0.05
-1.94016e-01,0.03
-1.94012e-01,0.01
-1.94008e-01,0.09
-1.94004e-01,0.05
-1.94000e-01,0.09
-1.93996e-01,0.03
-1.93992e-01,0.03
-1.93988e-01,0.05
-1.93984e-01,0.03
-1.93980e-01,0.07
-1.93976e-01,0.07
-1.93972e-01,0.07
-1.93968e-01,0.07
-1.93964e-01,0.07
-1.93960e-01,0.07
-1.93956e-01,0.03
-1.93952e-01,0.09
-1.93948e-01,0.05
-1.93944e-01,0.07
-1.93940e-01,0.07
-1.93936e-01,0.07
-1.93932e-01,0.05
-1.93928e-01,0.05
-1.93924e-01,0.07
-1.93920e-01,0.03
-1.93916e-01,0.07
-1.93912e-01,0.03
-1.93908e-01,0.07
-1.93904e-01,0.05
-1.93900e-01,0.05
-1.93896e-01,0.05
-1.93892e-01,0.07
-1.93888e-01,0.05
-1.93884e-01,0.05
-1.93880e-01,0.07
-1.93876e-01,0.09
-1.93872e-01,0.01
-1.93868e-01,0.03
-1.93864e-01,0.11
-1.93860e-01,0.03
-1.93856e-01,0.09
-1.93852e-01,0.07
-1.93848e-01,0.09
-1.93844e-01,0.09
-1.93840e-01,0.05
-1.93836e-01,0.01
-1.93832e-01,0.07
-1.93828e-01,0.05
-1.93824e-01,0.01
-1.93820e-01,0.09
-1.93816e-01,0.07
-1.93812e-01,0.07
-1.93808e-01,0.07
-1.93804e-01,0.07
-1.93800e-01,0.05
-1.93796e-01,0.05
-1.93792e-01,0.09
-1.93788e-01,0.05
-1.93784e-01,0.09
-1.93780e-01,0.03
-1.93776e-01,0.05
-1.93772e-01,0.03
-1.93768e-01,0.03
-1.93764e-01,0.05
-1.93760e-01,0.07
-1.93756e-01,0.05
-1.93752e-01,0.07
-1.93748e-01,0.03
-1.93744e-01,0.09
-1.93740e-01,0.03
-1.93736e-01,0.05
-1.93732e-01,0.07
-1.93728e-01,0.07
-1.93724e-01,0.05
-1.93720e-01,0.05
-1.93716e-01,0.05
-1.93712e-01,0.05
-1.93708e-01,0.07
-1.93704e-01,0.05
-1.93700e-01,0.09
-1.93696e-01,0.07
-1.93692e-01,0.07
-1.93688e-01,0.09
-1.93684e-01,0.03
-1.93680e-01,0.01
-1.93676e-01,0.07
-1.93672e-01,0.07
-1.93668e-01,0.03
-1.93664e-01,0.05
-1.93660e-01,0.05
-1.93656e-01,0.09
-1.93652e-01,0.05
-1.93648e-01,0.09
-1.93644e-01,0.05
-1.93640e-01,0.01
-1.93636e-01,0.07
-1.93632e-01,0.07
-1.93628e-01,0.09
-1.93624e-01,0.05
-1.93620e-01,0.01
-1.93616e-01,0.05
-1.93612e-01,0.07
-1.93608e-01,0.05
-1.93604e-01,0.09
-1.93600e-01,0.11
-1.93596e-01,0.07
-1.93592e-01,0.01
-1.93588e-01,0.09
-1.93584e-01,0.01
-1.93580e-01,0.05
-1.93576e-01,0.07
-1.93572e-01,0.07
-1.93568e-01,0.07
-1.93564e-01,0.09
-1.93560e-01,0.01
-1.93556e-01,0.05
-1.93552e-01,0.07
-1.93548e-01,0.03
-1.93544e-01,-0.01
-1.93540e-01,0.05
-1.93536e-01,0.03
-1.93532e-01,0.09
-1.93528e-01,0.05
-1.93524e-01,0.05
-1.93520e-01,0.05
-1.93516e-01,0.03
-1.93512e-01,0.07
-1.93508e-01,0.03
-1.93504e-01,0.09
-1.93500e-01,0.03
-1.93496e-01,0.07
-1.93492e-01,0.09
-1.93488e-01,0.09
-1.93484e-01,0.09
-1.93480e-01,0.03
-1.93476e-01,0.07
-1.93472e-01,0.03
-1.93468e-01,0.05
-1.93464e-01,0.05
-1.93460e-01,0.05
-1.93456e-01,0.09
-1.93452e-01,0.01
-1.93448e-01,0.01
-1.93444e-01,0.03
-1.93440e-01,0.07
-1.93436e-01,0.09
-1.93432e-01,0.03
-1.93428e-01,0.07
-1.93424e-01,0.05
-1.93420e-01,0.03
-1.93416e-01,0.01
-1.93412e-01,0.05
-1.93408e-01,0.05
-1.93404e-01,0.05
-1.93400e-01,0.03
-1.93396e-01,0.05
-1.93392e-01,0.03
-1.93388e-01,0.09
-1.93384e-01,0.03
-1.93380e-01,0.03
-1.93376e-01,0.05
-1.93372e-01,0.05
-1.93368e-01,0.05
-1.93364e-01,0.09
-1.93360e-01,0.01
-1.93356e-01,0.05
-1.93352e-01,0.03
-1.93348e-01,0.09
-1.93344e-01,0.05
-1.93340e-01,0.07
-1.93336e-01,0.07
-1.93332e-01,0.03
-1.93328e-01,0.05
-1.93324e-01,0.07
-1.93320e-01,0.09
-1.93316e-01,0.09
-1.93312e-01,0.09
-1.93308e-01,0.05
-1.93304e-01,0.03
-1.93300e-01,0.09
-1.93296e-01,0.07
-1.93292e-01,0.09
-1.93288e-01,0.07
-1.93284e-01,0.07
-1.93280e-01,0.07
-1.93276e-01,0.07
-1.93272e-01,0.09
-1.93268e-01,0.03
-1.93264e-01,0.05
-1.93260e-01,0.05
-1.93256e-01,0.03
-1.93252e-01,0.05
-1.93248e-01,0.05
-1.93244e-01,0.07
-1.93240e-01,0.09
-1.93236e-01,0.03
-1.93232e-01,0.05
-1.93228e-01,0.07
-1.93224e-01,0.07
-1.93220e-01,0.05
-1.93216e-01,0.05
-1.93212e-01,0.03
-1.93208e-01,0.03
-1.93204e-01,0.09
-1.93200e-01,0.05
-1.93196e-01,0.09
-1.93192e-01,0.09
-1.93188e-01,0.03
-1.93184e-01,0.05
-1.93180e-01,0.05
-1.93176e-01,0.05
-1.93172e-01,0.05
-1.93168e-01,0.03
-1.93164e-01,0.07
-1.93160e-01,0.07
-1.93156e-01,0.05
-1.93152e-01,0.03
-1.93148e-01,0.09
-1.93144e-01,0.05
-1.93140e-01,0.05
-1.93136e-01,0.05
-1.93132e-01,0.03
-1.93128e-01,0.05
-1.93124e-01,0.07
-1.93120e-01,0.07
-1.93116e-01,0.07
-1.93112e-01,0.05
-1.93108e-01,0.05
-1.93104e-01,0.09
-1.93100e-01,0.07
-1.93096e-01,0.09
-1.93092e-01,0.05
-1.93088e-01,0.03
-1.93084e-01,0.07
-1.93080e-01,0.05
-1.93076e-01,0.05
-1.93072e-01,0.11
-1.93068e-01,0.07
-1.93064e-01,0.07
-1.93060e-01,0.03
-1.93056e-01,0.07
-1.93052e-01,0.03
-1.93048e-01,0.03
-1.93044e-01,0.05
-1.93040e-01,0.05
-1.93036e-01,0.09
-1.93032e-01,0.03
-1.93028e-01,0.09
-1.93024e-01,0.05
-1.93020e-01,0.03
-1.93016e-01,0.05
-1.93012e-01,0.07
-1.93008e-01,0.05
-1.93004e-01,0.05
-1.93000e-01,0.07
-1.92996e-01,0.05
-1.92992e-01,0.03
-1.92988e-01,0.07
-1.92984e-01,0.07
-1.92980e-01,0.07
-1.92976e-01,0.07
-1.92972e-01,0.05
-1.92968e-01,0.07
-1.92964e-01,0.05
-1.92960e-01,0.07
-1.92956e-01,0.01
-1.92952e-01,0.03
-1.92948e-01,0.07
-1.92944e-01,0.09
-1.92940e-01,0.05
-1.92936e-01,0.05
-1.92932e-01,0.01
-1.92928e-01,0.07
-1.92924e-01,0.05
-1.92920e-01,0.07
-1.92916e-01,0.09
-1.92912e-01,0.03
-1.92908e-01,0.09
-1.92904e-01,0.09
-1.92900e-01,0.07
-1.92896e-01,0.05
-1.92892e-01,0.03
-1.92888e-01,0.05
-1.92884e-01,0.05
-1.92880e-01,0.05
-1.92876e-01,0.07
-1.92872e-01,0.09
-1.92868e-01,0.07
-1.92864e-01,0.07
-1.92860e-01,0.07
-1.92856e-01,0.07
-1.92852e-01,0.03
-1.92848e-01,0.07
-1.92844e-01,0.01
-1.92840e-01,0.05
-1.92836e-01,0.03
-1.92832e-01,0.09
-1.92828e-01,0.07
-1.92824e-01,0.05
-1.92820e-01,0.07
-1.92816e-01,0.05
-1.92812e-01,0.05
-1.92808e-01,0.05
-1.92804e-01,0.05
-1.92800e-01,0.07
-1.92796e-01,0.01
-1.92792e-01,0.05
-1.92788e-01,0.07
-1.92784e-01,0.07
-1.92780e-01,0.01
-1.92776e-01,0.03
-1.92772e-01,0.07
-1.92768e-01,0.05
-1.92764e-01,0.05
-1.92760e-01,0.05
-1.92756e-01,0.05
-1.92752e-01,0.03
-1.92748e-01,0.07
-1.92744e-01,0.05
-1.92740e-01,0.09
-1.92736e-01,0.03
-1.92732e-01,0.05
-1.92728e-01,0.05
-1.92724e-01,0.09
-1.92720e-01,0.09
-1.92716e-01,0.09
-1.92712e-01,0.05
-1.92708e-01,0.07
-1.92704e-01,0.05
-1.92700e-01,0.01
-1.92696e-01,0.05
-1.92692e-01,0.05
-1.92688e-01,0.07
-1.92684e-01,0.07
-1.92680e-01,0.07
-1.92676e-01,0.05
-1.92672e-01,0.05
-1.92668e-01,0.07
-1.92664e-01,0.09
-1.92660e-01,0.01
-1.92656e-01,0.03
-1.92652e-01,0.05
-1.92648e-01,0.07
-1.92644e-01,0.07
-1.92640e-01,0.07
-1.92636e-01,0.03
-1.92632e-01,0.05
-1.92628e-01,0.03
-1.92624e-01,-0.01
-1.92620e-01,0.07
-1.92616e-01,0.03
-1.92612e-01,0.05
-1.92608e-01,0.05
-1.92604e-01,0.05
-1.92600e-01,0.03
-1.92596e-01,0.09
-1.92592e-01,0.05
-1.92588e-01,0.09
-1.92584e-01,0.07
-1.92580e-01,0.05
-1.92576e-01,0.05
-1.92572e-01,0.07
-1.92568e-01,0.05
-1.92564e-01,0.03
-1.92560e-01,0.07
-1.92556e-01,0.07
-1.92552e-01,0.07
-1.92548e-01,0.03
-1.92544e-01,0.07
-1.92540e-01,0.05
-1.92536e-01,0.05
-1.92532e-01,0.07
-1.92528e-01,0.05
-1.92524e-01,0.03
-1.92520e-01,0.07
-1.92516e-01,0.03
-1.92512e-01,0.05
-1.92508e-01,0.09
-1.92504e-01,0.05
-1.92500e-01,0.07
-1.92496e-01,0.05
-1.92492e-01,0.09
-1.92488e-01,0.07
-1.92484e-01,0.09
-1.92480e-01,0.05
-1.92476e-01,0.07
-1.92472e-01,0.05
-1.92468e-01,0.03
-1.92464e-01,0.07
-1.92460e-01,0.09
-1.92456e-01,0.09
-1.92452e-01,0.07
-1.92448e-01,0.03
-1.92444e-01,0.07
-1.92440e-01,0.03
-1.92436e-01,0.07
-1.92432e-01,0.07
-1.92428e-01,0.03
-1.92424e-01,0.07
-1.92420e-01,0.09
-1.92416e-01,0.07
-1.92412e-01,0.07
-1.92408e-01,0.09
-1.92404e-01,0.05
-1.92400e-01,0.07
-1.92396e-01,0.03
-1.92392e-01,0.05
-1.92388e-01,0.05
-1.92384e-01,0.07
-1.92380e-01,0.05
-1.92376e-01,0.05
-1.92372e-01,0.05
-1.92368e-01,0.09
-1.92364e-01,0.09
-1.92360e-01,0.09
-1.92356e-01,0.05
-1.92352e-01,0.05
-1.92348e-01,0.05
-1.92344e-01,0.05
-1.92340e-01,0.05
-1.92336e-01,0.07
-1.92332e-01,0.09
-1.92328e-01,0.07
-1.92324e-01,0.07
-1.92320e-01,0.05
-1.92316e-01,0.07
-1.92312e-01,0.05
-1.92308e-01,0.05
-1.92304e-01,0.05
-1.92300e-01,0.07
-1.92296e-01,0.03
-1.92292e-01,0.05
-1.92288e-01,0.09
-1.92284e-01,0.05
-1.92280e-01,0.05
-1.92276e-01,0.09
-1.92272e-01,0.09
-1.92268e-01,0.05
-1.92264e-01,0.03
-1.92260e-01,0.07
-1.92256e-01,0.07
-1.92252e-01,0.07
-1.92248e-01,0.09
-1.92244e-01,0.09
-1.92240e-01,0.07
-1.92236e-01,0.07
-1.92232e-01,0.07
-1.92228e-01,0.09
-1.92224e-01,0.03
-1.92220e-01,0.05
-1.92216e-01,0.05
-1.92212e-01,0.03
-1.92208e-01,0.05
-1.92204e-01,0.07
-1.92200e-01,0.09
-1.92196e-01,0.03
-1.92192e-01,0.03
-1.92188e-01,0.07
-1.92184e-01,0.05
-1.92180e-01,0.03
-1.92176e-01,0.05
-1.92172e-01,0.05
-1.92168e-01,0.05
-1.92164e-01,0.01
-1.92160e-01,0.09
-1.92156e-01,0.07
-1.92152e-01,0.03
-1.92148e-01,0.09
-1.92144e-01,0.03
-1.92140e-01,0.05
-1.92136e-01,0.05
-1.92132e-01,0.07
-1.92128e-01,0.03
-1.92124e-01,0.09
-1.92120e-01,0.03
-1.92116e-01,0.07
-1.92112e-01,0.09
-1.92108e-01,0.03
-1.92104e-01,0.07
-1.92100e-01,0.09
-1.92096e-01,0.05
-1.92092e-01,0.05
-1.92088e-01,0.07
-1.92084e-01,0.07
-1.92080e-01,0.07
-1.92076e-01,0.09
-1.92072e-01,0.07
-1.92068e-01,0.03
-1.92064e-01,0.05
-1.92060e-01,0.09
-1.92056e-01,0.07
-1.92052e-01,0.07
-1.92048e-01,0.07
-1.92044e-01,0.07
-1.92040e-01,0.03
-1.92036e-01,0.09
-1.92032e-01,0.09
-1.92028e-01,0.03
-1.92024e-01,0.07
-1.92020e-01,0.05
-1.92016e-01,0.03
-1.92012e-01,0.05
-1.92008e-01,0.01
-1.92004e-01,0.07
-1.92000e-01,0.03
-1.91996e-01,0.05
-1.91992e-01,0.05
-1.91988e-01,0.09
-1.91984e-01,0.05
-1.91980e-01,0.07
-1.91976e-01,0.09
-1.91972e-01,0.03
-1.91968e-01,0.09
-1.91964e-01,0.03
-1.91960e-01,0.05
-1.91956e-01,0.07
-1.91952e-01,0.07
-1.91948e-01,0.07
-1.91944e-01,0.05
-1.91940e-01,0.05
-1.91936e-01,0.05
-1.91932e-01,0.07
-1.91928e-01,0.09
-1.91924e-01,0.07
-1.91920e-01,0.07
-1.91916e-01,0.07
-1.91912e-01,0.05
-1.91908e-01,0.03
-1.91904e-01,0.03
-1.91900e-01,0.05
-1.91896e-01,0.07
-1.91892e-01,0.05
-1.91888e-01,0.03
-1.91884e-01,0.03
-1.91880e-01,0.07
-1.91876e-01,0.03
-1.91872e-01,0.05
-1.91868e-01,0.07
-1.91864e-01,0.09
-1.91860e-01,0.05
-1.91856e-01,0.05
-1.91852e-01,0.07
-1.91848e-01,0.09
-1.91844e-01,0.07
-1.91840e-01,0.05
-1.91836e-01,0.07
-1.91832e-01,0.07
-1.91828e-01,0.07
-1.91824e-01,0.05
-1.91820e-01,0.01
-1.91816e-01,0.05
-1.91812e-01,0.03
-1.91808e-01,0.05
-1.91804e-01,0.09
-1.91800e-01,0.05
-1.91796e-01,0.05
-1.91792e-01,0.03
-1.91788e-01,0.07
-1.91784e-01,0.01
-1.91780e-01,0.07
-1.91776e-01,0.05
-1.91772e-01,0.03
-1.91768e-01,0.05
-1.91764e-01,0.03
-1.91760e-01,0.03
-1.91756e-01,0.05
-1.91752e-01,0.09
-1.91748e-01,0.07
-1.91744e-01,0.01
-1.91740e-01,0.09
-1.91736e-01,0.07
-1.91732e-01,0.03
-1.91728e-01,0.05
-1.91724e-01,0.05
-1.91720e-01,0.05
-1.91716e-01,0.03
-1.91712e-01,0.05
-1.91708e-01,0.09
-1.91704e-01,0.09
-1.91700e-01,0.09
-1.91696e-01,0.03
-1.91692e-01,0.05
-1.91688e-01,0.05
-1.91684e-01,0.03
-1.91680e-01,0.07
-1.91676e-01,0.05
-1.91672e-01,0.05
-1.91668e-01,0.07
-1.91664e-01,0.05
-1.91660e-01,0.07
-1.91656e-01,0.05
-1.91652e-01,0.05
-1.91648e-01,0.05
-1.91644e-01,0.09
-1.91640e-01,0.07
-1.91636e-01,0.05
-1.91632e-01,0.07
-1.91628e-01,0.09
-1.91624e-01,0.05
-1.91620e-01,0.07
-1.91616e-01,0.03
-1.91612e-01,0.07
-1.91608e-01,0.05
-1.91604e-01,0.09
-1.91600e-01,0.07
-1.91596e-01,0.05
-1.91592e-01,0.07
-1.91588e-01,0.03
-1.91584e-01,-0.01
-1.91580e-01,0.05
-1.91576e-01,0.07
-1.91572e-01,0.03
-1.91568e-01,0.05
-1.91564e-01,0.01
-1.91560e-01,0.09
-1.91556e-01,0.07
-1.91552e-01,0.03
-1.91548e-01,0.09
